MOVIE NAME, YEAR, MALE SINGER COUNT, FEMALE SINGER COUNT, MALE SONG COUNT, FEMALE SONG COUNT
Sangram (1993 film)_1993,1993,1.0,3,4.0,8
Aaj Ka Dada_1985,1985,1,2.0,4,3.0
Aadmi Sadak Ka_1977,1977,3,2.0,5,2.0
Do Nambar Ke Amir_1974,1974,1.0,1,1.0,4
Angaare_1977,1977,2,2.0,5,5.0
Darr (1993 film)_1993,1993,4,4.0,5,8.0
Iski Topi Uske Sarr_1998,1998,5,2.0,6,2.0
Ram Aur Shyam_1996,1996,1,0.0,2,0.0
Abodh_1984,1984,2.0,1,5.0,9
The Legend of Michael Mishra_2016,2016,1.0,1.0,1.0,1.0
Aatish: Feel the Fire_1994,1994,3,3.0,8,7.0
Fareb_1983,1983,3.0,2,6.0,5
Sitara (film)_1980,1980,0.0,3,0.0,10
Purab Aur Paschim_1970,1970,4,2.0,9,2.0
Henna (film)_1991,1991,3.0,1,5.0,6
Ankhon Dekhi_2014,2014,2,0.0,4,0.0
Jawan Mohabbat_1971,1971,1.0,2,6.0,4
Awam (film)_1987,1987,1.0,1,2.0,2
Swarg Jaisaa Ghar_1991,1991,2.0,4,3.0,8
Jeene Nahi Doonga_1984,1984,0.0,3,0.0,7
Ustadi Ustad Se_1981,1981,0.0,0.0,0.0,0.0
Kaarnama_1990,1990,0.0,3,0.0,7
Dil (1990 film)_1990,1990,2,3.0,6,6.0
Gaai Aur Gori_1973,1973,1,2.0,4,6.0
Diwangi Ne Had Kar Di_2010,2010,2.0,2,3.0,3
Sonali Cable_2014,2014,2,2.0,4,2.0
Not a Love Story (2011 film)_2011,2011,0.0,1,0.0,1
Purani Haveli (film)_1989,1989,1.0,1,4.0,2
Jeevan Jyoti (1976 film)_1976,1976,1.0,3,2.0,5
Prem Deewane_1992,1992,3,4.0,6,8.0
Kishen Kanhaiya_1990,1990,1.0,4,1.0,7
Kshatriya (film)_1993,1993,0.0,4.0,0.0,4.0
Ishq Ishq Ishq_1974,1974,1,1.0,7,5.0
Insaniyat Ke Dushman_1987,1987,1,1.0,3,3.0
Teen Thay Bhai_2011,2011,3,0.0,13,0.0
Sanam Teri Kasam (1982 film)_1982,1982,2.0,1,9.0,4
Elaan (1971 film)_1971,1971,1.0,3,1.0,7
Daud (film)_1997,1997,7,4.0,7,6.0
Kaminey_2009,2009,7,2.0,12,4.0
Delhi Safari_2012,2012,3,3.0,5,3.0
Aakhree Raasta (1986 film)_1986,1986,0.0,2,0.0,4
Raaste Kaa Patthar_1972,1972,2,1.0,4,6.0
Aaj Ka Arjun_1990,1990,2.0,4.0,2.0,8.0
Aakraman_1975,1975,2,2.0,6,2.0
Aashiana_1974,1974,2.0,1,5.0,2
Saheb Biwi Aur Gangster_2011,2011,4.0,2.0,4.0,2.0
Aunty No. 1_1998,1998,2,3.0,4,5.0
Happy Ending (film)_2014,2014,5.0,3,5.0,3
Kaun Sachcha Kaun Jhootha_1997,1997,1,1.0,3,1.0
A Flying Jatt_2016,2016,5.0,3.0,6.0,3.0
Khatta Meetha (2010 film)_2010,2010,5,2.0,7,3.0
Gangvaa_1984,1984,2.0,2,4.0,3
Jhoota Kahin Ka_1979,1979,2,1.0,5,5.0
Ghar Ki Laaj_1993,1993,3.0,1,6.0,2
Chandra Mukhi_1993,1993,3,3.0,6,5.0
Jai Bangladesh_1971,1971,2.0,4,4.0,8
Cinema Cinema_1979,1979,0.0,0.0,0.0,0.0
